# GENERATED by hc-conformance --write-rule-interaction-pairs. One line per pipeline-permitted
# ordered pair of rule-bearing units within a Stratum (or between two adjacent Strata) --
# OrderingGenerator.EnumerateStratumPairs's denominator for rule-interaction coverage, classified
# by CheckStratumPairDisjointDomains. Self-pairs are included (see the method doc for why); an
# AffixTemplate is one unit, never exploded into its Slot rules -- those are already pinned by
# OrderingGenerator's adjacent-pair AffixTemplateSlots list. pair_kind is same-stage, cross-stage,
# or cross-stratum. domain_relation is only ever Disjoint/Overlaps for a PhonologicalRule pair;
# every other unit-kind combination is Undetermined by construction.
fixture	stratum_a	stratum_b	pair_kind	unit_a_kind	unit_a	unit_b_kind	unit_b	domain_relation
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrEvidReportative	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson1PlIncl	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson2Pl	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPerson3	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	MorphologicalRule	mrPlural	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrEvidAssum	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrEvidConjectural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrEvidDirect	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrEvidMir	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrEvidReportative	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPerson1	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPerson1PlIncl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPerson2	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPerson2Pl	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPerson3	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-evidential-adjacency-chain	Main	Main	SameStage	AffixTemplate	verbTemplate	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAgr	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrAppl	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrCaus	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndH	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndW	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrRedup	Undetermined
