# GENERATED. One line per coverage item resolved by evidence -- an item resolved by
# proof instead lives in semantic-coverage-proofs.tsv, never here. Columns are
# explicit so CoverageCompletenessGate reads structure, never Delta's free-text prose.
# counterexample_kind is Word or LoadFailure and the two are never summed into one
# count -- see CoverageCompletenessGate. Absent fields are "-".
item_id	kind	fixture	example_word	example_outcome	counterexample_kind	counterexample_outcome	mutation	verdict
dtd:enum/AllomorphCoOccurrenceRule/adjacency/anywhere	Surface	languages/suffixing-evidential-adjacency-chain	kantancha	ok::-	Word	ok::SING+3SG+CONJ|kantan(ch)a	rewrote 1 AllomorphCoOccurrenceRule@adjacency from "anywhere" to "adjacentToLeft"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/adjacency/somewhereToLeft	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 2 AllomorphCoOccurrenceRule@adjacency from "somewhereToLeft" to "adjacentToLeft"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/adjacency/somewhereToRight	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 1 AllomorphCoOccurrenceRule@adjacency from "somewhereToRight" to "adjacentToLeft"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/isActive/no	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 1 AllomorphCoOccurrenceRule@isActive from "no" to "yes"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/isActive/yes	Surface	languages/suffixing-evidential-adjacency-chain	kantancha	ok::-	Word	ok::SING+3SG+CONJ|kantan(ch)a	rewrote 1 AllomorphCoOccurrenceRule@isActive from "yes" to "no"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/type/exclude	Surface	languages/suffixing-evidential-adjacency-chain	kantay	ok::SING+1SG|kantay	Word	ok::-	rewrote 1 AllomorphCoOccurrenceRule@type from "exclude" to "require"	Evidenced
dtd:enum/AllomorphCoOccurrenceRule/type/require	Surface	edge-cases/morphotactic-attribute-breadth	sol	ok::-	Word	ok::SOL|sol	rewrote 5 AllomorphCoOccurrenceRule@type from "require" to "exclude"	Evidenced
dtd:enum/AlphaVariable/polarity/minus	Surface	edge-cases/alpha-variable-name-collision	au	ok::-	Word	ok::AU|au	rewrote 2 AlphaVariable@polarity from "minus" to "plus"	Evidenced
dtd:enum/AlphaVariable/polarity/plus	Surface	edge-cases/alpha-variable-name-collision	au	ok::-	Word	ok::AU|au	rewrote 2 AlphaVariable@polarity from "plus" to "minus"	Evidenced
dtd:enum/BoundaryDefinition/isActive/no	Surface	edge-cases/loader-isactive-breadth	kul=	SKIPPED::-	Word	ok::-	rewrote 1 BoundaryDefinition@isActive from "no" to "yes"	Evidenced
dtd:enum/BoundaryDefinition/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. SIL.Machine.Morphology.HermitCrab.InvalidShapeException: The shape, +, contains an undefined phonem...	rewrote 1 BoundaryDefinition@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/CharacterDefinitionTable/isActive/no	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	Word	SKIPPED::-	rewrote 1 CharacterDefinitionTable@isActive from "no" to "yes"; jointly activated its sole referencing <Stratum> (TableDecoyStratum) via characterDefinitionTable="tableDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
dtd:enum/CharacterDefinitionTable/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Collections.Generic.KeyNotFoundException: The given key 'tableLive' was not present in the d...	rewrote 1 CharacterDefinitionTable@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/ComplexFeature/isActive/no	Surface	edge-cases/feature-system-breadth	tal	ok::-	Word	ok::TAL|tal	rewrote 1 ComplexFeature@isActive from "no" to "yes"; jointly activated its sole referencing <LexicalEntry> (eDecCf) via feature="cfDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
dtd:enum/CompoundingRule/blockable/false	Surface	languages/fusional-realizational-morphology	corriv	ok::BLOCKHEAD+BLOCKNON|cor+?riv	Word	ok::-	rewrote 2 CompoundingRule@blockable from "false" to "true"	Evidenced
dtd:enum/CompoundingRule/blockable/true	Surface	languages/fusional-realizational-morphology	genlav	ok::-	Word	ok::GEN+LAV|gen+?lav	rewrote 1 CompoundingRule@blockable from "true" to "false"	Evidenced
dtd:enum/CompoundingRule/isActive/no	Surface	edge-cases/compounding-breadth	kaptu	ok::-	Word	ok::KA+TU|kaptu	rewrote 1 CompoundingRule@isActive from "no" to "yes"	Evidenced
dtd:enum/CompoundingRule/multipleApplication/0	Surface	edge-cases/compounding-breadth	kamtu	ok::-	Word	ok::KA+TU|kamtu	rewrote 1 CompoundingRule@multipleApplication from "0" to "1"	Evidenced
dtd:enum/CompoundingSubrule/isActive/no	Surface	edge-cases/compounding-breadth	kaitu	ok::-	Word	ok::KA+TU|kaitu	rewrote 1 CompoundingSubrule@isActive from "no" to "yes"	Evidenced
dtd:enum/Family/isActive/no	Surface	edge-cases/loader-isactive-breadth	tup	ok::-	Word	ok::TUP|tup	rewrote 1 Family@isActive from "no" to "yes"; jointly activated its sole referencing <LexicalEntry> (eTupDecoy) via family="famDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
dtd:enum/Family/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Collections.Generic.KeyNotFoundException: The given key 'famLive' was not present in the dic...	rewrote 1 Family@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/FeatureNaturalClass/isActive/no	Surface	edge-cases/feature-system-breadth	ik	ok::AK|ik	Word	ok::-	rewrote 1 FeatureNaturalClass@isActive from "no" to "yes"; jointly activated its sole referencing <PhonologicalRule> (prDecFnc) via naturalClass="ncFDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
dtd:enum/FeatureNaturalClass/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Collections.Generic.KeyNotFoundException: The given key 'ncAny' was not present in the dicti...	rewrote 1 FeatureNaturalClass@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/FeatureValue/isActive/no	Surface	edge-cases/feature-system-breadth	ts	ok::TS|ts	Word	ok::-	rewrote 1 FeatureValue@isActive from "no" to "yes"	Evidenced
dtd:enum/Language/isActive/no	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.InvalidOperationException: Sequence contains more than one matching element    at System.Lin...	rewrote 1 Language@isActive from "no" to "yes"	RequiredToLoad
dtd:enum/Language/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.InvalidOperationException: Sequence contains no matching element    at System.Linq.ThrowHelp...	rewrote 1 Language@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/LexicalEntry/isActive/no	Surface	edge-cases/feature-system-breadth	ik	ok::AK|ik	LoadFailure	InvalidOperationException: Unhandled exception. System.ArgumentException: The feature 'cfDecoy' could not be found. (Parameter 'id')    at SIL.Mach...	rewrote 1 LexicalEntry@isActive from "no" to "yes"	RequiredToLoad
dtd:enum/LexicalEntry/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	Word	ok::-	rewrote 1 LexicalEntry@isActive from "yes" to "no"	Evidenced
dtd:enum/LexicalEntry/partial/false	Surface	edge-cases/loader-isactive-breadth	takul	ok::TA+KUL|takul	Word	ok::-	rewrote 1 LexicalEntry@partial from "false" to "true"	Evidenced
dtd:enum/LexicalEntry/partial/true	Surface	edge-cases/morphotactic-attribute-breadth	napmo	ok::-	Word	ok::NAP+PART|napmo	rewrote 1 LexicalEntry@partial from "true" to "false"	Evidenced
dtd:enum/MetathesisRule/isActive/no	Surface	edge-cases/feature-system-breadth	ka	ok::KA|ka	Word	threw::InvalidOperationException	rewrote 1 MetathesisRule@isActive from "no" to "yes"	Evidenced
dtd:enum/MetathesisRule/multipleApplicationOrder/rightToLeftIterative	Surface	edge-cases/feature-system-breadth	tlk	ok::TKL|tlk	Word	ok::-	rewrote 2 MetathesisRule@multipleApplicationOrder from "rightToLeftIterative" to "leftToRightIterative"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/adjacency/adjacentToLeft	Surface	languages/suffixing-evidential-adjacency-chain	walakniwas	ok::WALAK+1SG+MIR|walakniwas	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@adjacency from "adjacentToLeft" to "adjacentToRight"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/adjacency/adjacentToRight	Surface	languages/suffixing-evidential-adjacency-chain	sipulupami	ok::SIPU+2PL+DIR|sipulupami	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@adjacency from "adjacentToRight" to "adjacentToLeft"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/adjacency/anywhere	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 2 MorphemeCoOccurrenceRule@adjacency from "anywhere" to "adjacentToLeft"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/adjacency/somewhereToLeft	Surface	languages/suffixing-evidential-adjacency-chain	walaknichiktan	ok::WALAK+1SG+PL+ASSUM|walakni(ch)iktan	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@adjacency from "somewhereToLeft" to "adjacentToLeft"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/adjacency/somewhereToRight	Surface	languages/suffixing-evidential-adjacency-chain	siputukumi	ok::SIPU+1PL.INCL+DIR|siputukumi	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@adjacency from "somewhereToRight" to "adjacentToLeft"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/isActive/no	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@isActive from "no" to "yes"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/isActive/yes	Surface	languages/suffixing-evidential-adjacency-chain	walakntan	ok::-	Word	ok::WALAK+3SG+ASSUM|walakntan	rewrote 6 MorphemeCoOccurrenceRule@isActive from "yes" to "no"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/type/exclude	Surface	languages/suffixing-evidential-adjacency-chain	sipuncha	ok::SIPU+3SG+CONJ|sipun(ch)a	Word	ok::-	rewrote 2 MorphemeCoOccurrenceRule@type from "exclude" to "require"	Evidenced
dtd:enum/MorphemeCoOccurrenceRule/type/require	Surface	edge-cases/morphotactic-attribute-breadth	topsakatana	ok::TOP+COA+COB+COC+COD|topsakatana	Word	ok::-	rewrote 1 MorphemeCoOccurrenceRule@type from "require" to "exclude"	Evidenced
dtd:enum/MorphologicalOutput/redupMorphType/prefix	Surface	languages/metathesis-phase-isolation	tulatula	ok::RDPL+TULA|tulatula	Word	ok::TULA+RDPL|tulatula	rewrote 2 MorphologicalOutput@redupMorphType from "prefix" to "implicit"	Evidenced
dtd:enum/MorphologicalOutput/redupMorphType/suffix	Surface	languages/suffixing-extension-slot-ordering	kimbiakimbia	ok::KIMB+RED|kimbiakimbia	Word	ok::RED+KIMB|kimbiakimbia	rewrote 1 MorphologicalOutput@redupMorphType from "suffix" to "prefix"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeature/isActive/no	Surface	edge-cases/loader-isactive-breadth	put	ok::-	Word	ok::PUT|put	rewrote 1 MorphologicalPhonologicalRuleFeature@isActive from "no" to "yes"; jointly activated its sole referencing <LexicalEntry> (ePutDecoy) via ruleFeatures="mprDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
dtd:enum/MorphologicalPhonologicalRuleFeature/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Collections.Generic.KeyNotFoundException: The given key 'mprLive' was not present in the dic...	rewrote 1 MorphologicalPhonologicalRuleFeature@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/isActive/no	Surface	edge-cases/morphotactic-attribute-breadth	kulbubidu	ok::KUL+MB+MA+MREQ|kulbubidu	Word	ok::-	rewrote 1 MorphologicalPhonologicalRuleFeatureGroup@isActive from "no" to "yes"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/isActive/yes	Surface	languages/fusional-realizational-morphology	yxpedz	ok::-	Word	ok::THEMEY+THEMEX+PED+ENDZ|yxpedz	rewrote 3 MorphologicalPhonologicalRuleFeatureGroup@isActive from "yes" to "no"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/matchType/all	Surface	languages/fusional-realizational-morphology	sodw	ok::-	Word	ok::SOD+ENDW|sodw	rewrote 1 MorphologicalPhonologicalRuleFeatureGroup@matchType from "all" to "any"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/matchType/any	Surface	languages/fusional-realizational-morphology	sodh	ok::SOD+ENDH|sodh	Word	ok::-	rewrote 2 MorphologicalPhonologicalRuleFeatureGroup@matchType from "any" to "all"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/outputType/append	Surface	edge-cases/morphotactic-attribute-breadth	kulbubidu	ok::KUL+MB+MA+MREQ|kulbubidu	Word	ok::-	rewrote 1 MorphologicalPhonologicalRuleFeatureGroup@outputType from "append" to "overwrite"	Evidenced
dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/outputType/overwrite	Surface	languages/fusional-realizational-morphology	yxpedz	ok::-	Word	ok::THEMEY+THEMEX+PED+ENDZ|yxpedz	rewrote 3 MorphologicalPhonologicalRuleFeatureGroup@outputType from "overwrite" to "append"	Evidenced
dtd:enum/MorphologicalRule/blockable/false	Surface	edge-cases/morphotactic-attribute-breadth	bakgi	ok::VAK+UNBLK|bakgi	Word	ok::-	rewrote 1 MorphologicalRule@blockable from "false" to "true"	Evidenced
dtd:enum/MorphologicalRule/isActive/no	Surface	edge-cases/loader-isactive-breadth	qokul	ok::-	Word	ok::QO+KUL|qokul	rewrote 2 MorphologicalRule@isActive from "no" to "yes"	Evidenced
dtd:enum/MorphologicalRule/isActive/yes	Surface	edge-cases/loader-isactive-breadth	takul	ok::TA+KUL|takul	Word	ok::-	rewrote 3 MorphologicalRule@isActive from "yes" to "no"	Evidenced
dtd:enum/MorphologicalRule/multipleApplication/0	Surface	edge-cases/morphotactic-attribute-breadth	kulba	ok::-	Word	ok::KUL+NEVER|kulba	rewrote 1 MorphologicalRule@multipleApplication from "0" to "1"	Evidenced
dtd:enum/MorphologicalRule/multipleApplication/2	Surface	edge-cases/morphotactic-attribute-breadth	kulde	ok::KUL+TWICE|kulde	Word	ok::-	rewrote 1 MorphologicalRule@multipleApplication from "2" to "0"	Evidenced
dtd:enum/MorphologicalRule/partial/true	Surface	edge-cases/morphotactic-attribute-breadth	pogliti	ok::POG+POGAFX+PO|pogliti	Word	ok::-	rewrote 2 MorphologicalRule@partial from "true" to "false"	Evidenced
dtd:enum/MorphologicalSubrule/isActive/no	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Collections.Generic.KeyNotFoundException: The given key 'ncDecoy' was not present in the dic...	rewrote 2 MorphologicalSubrule@isActive from "no" to "yes"	RequiredToLoad
dtd:enum/MorphologicalSubrule/isActive/yes	Surface	edge-cases/loader-isactive-breadth	takul	ok::TA+KUL|takul	Word	ok::-	rewrote 1 MorphologicalSubrule@isActive from "yes" to "no"	Evidenced
dtd:enum/PhoneticTemplate/finalBoundaryCondition/true	Surface	edge-cases/right-to-left-anchor-environment	aae	ok::ROOT1|aae	Word	ok::-	rewrote 1 PhoneticTemplate@finalBoundaryCondition from "true" to "false"	Evidenced
dtd:enum/PhoneticTemplate/initialBoundaryCondition/true	Surface	languages/suffixing-vowel-harmony	kutagida	ok::KUTAK+PAST|kutagida	Word	ok::-	rewrote 1 PhoneticTemplate@initialBoundaryCondition from "true" to "false"	Evidenced
dtd:enum/PhonologicalFeatureSystem/isActive/no	Surface	edge-cases/loader-isactive	kat	ok::|kat	LoadFailure	InvalidOperationException: Unhandled exception. System.InvalidOperationException: Sequence contains more than one matching element    at System.Lin...	rewrote 1 PhonologicalFeatureSystem@isActive from "no" to "yes"	RequiredToLoad
dtd:enum/PhonologicalRule/isActive/no	Surface	edge-cases/feature-system-breadth	ik	ok::AK|ik	LoadFailure	InvalidOperationException: Unhandled exception. System.ArgumentException: The feature 'featDecoy' could not be found. (Parameter 'id')    at SIL.Ma...	rewrote 4 PhonologicalRule@isActive from "no" to "yes"	RequiredToLoad
dtd:enum/PhonologicalRule/multipleApplicationOrder/rightToLeftIterative	Surface	edge-cases/right-to-left-anchor-environment	eeae	ok::ROOT3|eeae	Word	ok::-	rewrote 2 PhonologicalRule@multipleApplicationOrder from "rightToLeftIterative" to "leftToRightIterative"	Evidenced
dtd:enum/PhonologicalRule/multipleApplicationOrder/simultaneous	Surface	languages/templatic-root-modification	gigugu	ok::FEEDSIM|gigugu	Word	ok::-	rewrote 2 PhonologicalRule@multipleApplicationOrder from "simultaneous" to "leftToRightIterative"	Evidenced
dtd:enum/PhonologicalSubrule/isActive/no	Surface	edge-cases/feature-system-breadth	at	ok::AT|at	Word	ok::-	rewrote 1 PhonologicalSubrule@isActive from "no" to "yes"	Evidenced
dtd:enum/RealizationalRule/blockable/false	Surface	edge-cases/morphotactic-attribute-breadth	simru	ok::SIM+REAL|simru	Word	ok::-	rewrote 1 RealizationalRule@blockable from "false" to "true"	Evidenced
dtd:enum/RealizationalRule/isActive/no	Surface	edge-cases/morphotactic-attribute-breadth	kulsi	ok::-	Word	ok::KUL+RDEC|kulsi	rewrote 1 RealizationalRule@isActive from "no" to "yes"	Evidenced
dtd:enum/SegmentDefinition/isActive/no	Surface	edge-cases/loader-isactive-breadth	zal	SKIPPED::-	Word	ok::-	rewrote 1 SegmentDefinition@isActive from "no" to "yes"	Evidenced
dtd:enum/SegmentDefinition/isActive/yes	Surface	edge-cases/loader-isactive-breadth	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. SIL.Machine.Morphology.HermitCrab.InvalidShapeException: The shape, ta, contains an undefined phone...	rewrote 10 SegmentDefinition@isActive from "yes" to "no"	RequiredToLoad
dtd:enum/SegmentNaturalClass/isActive/no	Surface	edge-cases/feature-system-breadth	sal	ok::SAL|sal	Word	ok::-	rewrote 1 SegmentNaturalClass@isActive from "no" to "yes"; jointly activated its sole referencing <PhonologicalRule> (prDecNc) via naturalClass="ncDecoy", itself rewritten from isActive="no" to "yes"	EvidencedJointly
