# GENERATED by hc-conformance --write-dataflow-obligations. One row per required CELL of
# docs/dataflow-coverage-plan.md's obligation matrix, built on conformance/interaction-chains.tsv
# (InteractionChainLedger). Every chain gates (see DataflowObligationLedger's own doc comment for
# why the old required*/excluded*-name heuristic was wrong), so cell_kind=McDc contributes the
# floor 4 cells per chain (PresentControl/PresentGatedForm/AbsentControl/AbsentGatedForm).
# cell_kind=ConditionExtension adds the extra MC/DC vectors an MPR-feature gate needs when a real
# fixture's attribute value lists more than one feature id (n conditions need n+1 cases, not a
# fixed 2) -- attributed to the specific fixture that realizes it. cell_kind=Mutator adds a
# MutatorAbsent/MutatorPresent pair per (chain, ObligationMutatorClass) the payload type/writer
# make schema-applicable -- mutator_class names which one; only Overwrite has a corpus detector
# today, the other three are declared-but-unmodelled. status is Satisfied only for a same-word
# PAIR witness (writer AND reader severance both flip one named word -- see
# conformance/interface-witness.tsv); NotSatisfied when the chain is not even structurally
# exercised; Unknown otherwise -- deliberate, not a gap (see this class's own doc comment).
cell_id	writer_element	writer_attribute	payload_type	reader_element	reader_attribute	cell_kind	role	mutator_class	status	evidence
PartOfSpeech::LexicalEntry.partOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorAbsent:Blocking	LexicalEntry	partOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::LexicalEntry.partOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorPresent:Blocking	LexicalEntry	partOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::LexicalEntry.partOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	LexicalEntry	partOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::LexicalEntry.partOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	LexicalEntry	partOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::McDc:AbsentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::McDc:AbsentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::McDc:PresentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::McDc:PresentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::Mutator:MutatorAbsent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::Mutator:MutatorPresent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->AffixTemplate.requiredPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	AffixTemplate	requiredPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::McDc:AbsentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::McDc:AbsentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::McDc:PresentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::McDc:PresentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::Mutator:MutatorAbsent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::Mutator:MutatorPresent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.headPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	headPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::McDc:AbsentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::McDc:AbsentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::McDc:PresentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::McDc:PresentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::Mutator:MutatorAbsent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::Mutator:MutatorPresent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->CompoundingRule.nonHeadPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	CompoundingRule	nonHeadPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::McDc:AbsentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::McDc:AbsentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::McDc:PresentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::McDc:PresentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::Mutator:MutatorAbsent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::Mutator:MutatorPresent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: edge-cases/morphotactic-attribute-breadth declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->MorphologicalRule.requiredPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	MorphologicalRule	requiredPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares 18 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::McDc:AbsentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::McDc:AbsentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::McDc:PresentControl	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::McDc:PresentGatedForm	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorAbsent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorPresent:Blocking	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorAbsent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorAbsent	PosPriorityUnion	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
PartOfSpeech::MorphologicalRule.outputPartOfSpeech->PhonologicalSubrule.requiredPartsOfSpeech::Mutator:MutatorPresent:PosPriorityUnion	MorphologicalRule	outputPartOfSpeech	PartOfSpeech	PhonologicalSubrule	requiredPartsOfSpeech	Mutator	MutatorPresent	PosPriorityUnion	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares 16 outputPartOfSpeech-bearing MorphologicalRule/CompoundingRule element(s) -- SynthesisAffixProcessRule.cs:181-182/SynthesisCompoundingRule.cs:181-182's unconditional PriorityUnion gives each one a chance to clobber POS before this reader's gate; which element actually intervenes, and word-level witness of an actual clobber, are not checked here
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::McDc:AbsentControl	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::McDc:AbsentGatedForm	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::McDc:PresentControl	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::McDc:PresentGatedForm	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::Mutator:MutatorAbsent:Blocking	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
StemName::Allomorph.stemName->MorphologicalRule.requiredStemName::Mutator:MutatorPresent:Blocking	Allomorph	stemName	StemName	MorphologicalRule	requiredStemName	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
